company_name,industry,headquarters,founder_experience,total_funding_usd,num_funding_rounds,investors_count,status,last_funding_year,last_funding_month,founded_year
Webb Inc,E-Commerce,Germany,3.0,5198813,2,1,fail,10,10,3
Berger PLC,HealthTech,Germany,0.0,21487077,1,7,fail,14,3,12
Simpson-Lambert,Biotech,India,0.0,29398435,2,3,fail,14,3,9
"Carr, Wheeler and Morales",HealthTech,Singapore,0.0,22683126,1,5,fail,14,3,9
Rocha Ltd,Gaming,US,3.0,9290819,1,5,fail,10,3,4
Krueger Group,E-Commerce,Israel,3.0,14872174,1,3,fail,6,8,5
"Hanson, Johnson and Garcia",E-Commerce,Germany,14.0,21768127,2,3,fail,13,8,5
"Lewis, Vaughan and Griffin",HealthTech,US,2.0,18067088,1,7,fail,12,12,7
"Johnson, Dawson and Rowland",AI,Canada,5.0,29727484,4,8,success,7,1,3
Tate-Ray,EdTech,US,0.0,11230250,5,3,fail,14,3,9
Reynolds-Freeman,E-Commerce,US,5.0,11587449,1,9,fail,7,9,2
"Brown, Hampton and Buck",FinTech,Israel,3.0,24119710,4,4,success,7,9,4
"Shannon, Little and Stevens",Gaming,US,2.0,9380366,5,6,fail,13,8,9
Ray-Foster,Biotech,US,1.0,26261707,2,3,fail,14,3,9
Wood-Salazar,E-Commerce,US,4.0,19348087,4,6,fail,6,6,2
Pacheco and Sons,AI,US,1.0,24836791,3,6,success,14,3,7
Nguyen PLC,E-Commerce,Israel,2.0,7477798,3,7,fail,5,8,1
"Powell, Harris and Smith",E-Commerce,Israel,1.0,16042244,3,5,fail,7,9,1
Carr-Sexton,FinTech,India,2.0,19805312,2,4,success,13,8,10
Ho-May,E-Commerce,India,3.0,13053912,1,1,fail,14,3,11
Richardson-Fields,SaaS,India,12.0,28179787,3,5,fail,12,10,8
Garcia-Wells,FinTech,US,4.0,24439873,4,5,success,6,12,6
"Wagner, Landry and Bell",Gaming,US,1.0,8790667,3,1,success,7,8,1
Frank-Silva,HealthTech,India,15.0,28091332,4,4,success,2,8,2
"Chandler, Lee and May",HealthTech,UK,12.0,25183412,1,6,fail,8,10,2
"Johnson, Phillips and Wilkinson",SaaS,Singapore,0.0,19182714,2,1,fail,10,1,4
"Jones, Ortega and Jones",HealthTech,Germany,11.0,21275926,5,4,fail,14,3,11
Buchanan-Anderson,HealthTech,Germany,16.0,25119019,3,5,fail,11,12,4
Velasquez and Sons,E-Commerce,US,1.0,12142597,1,5,fail,10,2,6
"Roberts, Mejia and Munoz",E-Commerce,Israel,6.0,16754528,1,6,fail,13,2,11
Cooke-Olsen,Gaming,Singapore,4.0,18273202,8,5,fail,14,3,10
Bender-Reed,AI,Singapore,2.0,10523973,1,3,success,8,3,1
Jackson-White,E-Commerce,US,0.0,16372309,4,3,success,5,2,4
"Lester, Collins and Gates",AI,UK,2.0,31131286,3,8,fail,7,7,4
Mccall Inc,Biotech,UK,13.0,34373662,6,6,fail,7,8,7
"Martinez, Montgomery and Burton",FinTech,US,8.0,20476363,3,4,fail,10,2,4
Brown-Stanton,HealthTech,Singapore,2.0,22005167,1,5,fail,6,5,3
"Allen, Parrish and Thompson",Biotech,US,3.0,30083397,2,3,success,14,3,12
Smith-Clark,Biotech,US,2.0,43288036,7,7,success,13,11,9
"Swanson, Smith and Chandler",HealthTech,India,3.0,16909085,1,3,fail,14,3,8
Hernandez PLC,FinTech,US,7.0,32097501,3,7,fail,13,3,8
"Robinson, Simpson and Espinoza",E-Commerce,Israel,3.0,12602017,8,3,fail,7,4,4
"Kelly, Brown and Brooks",FinTech,India,0.0,22480788,3,8,success,13,3,4
"Murphy, Miller and Ross",EdTech,India,1.0,7042308,5,1,fail,10,5,8
Combs Group,FinTech,UK,4.0,17142291,1,4,success,2,11,1
"Smith, Oliver and Campbell",FinTech,US,5.0,28951327,2,4,fail,12,2,11
"Miller, Thomas and Smith",AI,Germany,3.0,15354593,2,4,fail,6,9,5
Foster-Thompson,E-Commerce,Germany,4.0,19844153,2,5,fail,6,2,2
Jackson-Hunter,E-Commerce,India,7.0,15258235,3,4,fail,9,2,7
Martinez-Holmes,E-Commerce,Singapore,3.0,8832500,1,4,success,9,3,8
"Garcia, Brooks and Mcdonald",AI,UK,1.0,20972255,4,5,fail,14,3,9
Holmes-Rose,E-Commerce,Israel,12.0,24036103,2,8,fail,4,2,1
Hudson-Munoz,E-Commerce,UK,1.0,11263795,1,3,success,3,2,0
Hernandez Group,HealthTech,India,3.0,11026921,1,8,fail,10,10,8
"Soto, Sheppard and Hill",AI,US,3.0,31716214,4,7,fail,14,3,9
"Cook, Baxter and Williams",E-Commerce,Singapore,16.0,18168752,8,7,fail,14,3,12
Harper-Taylor,HealthTech,India,1.0,10844816,1,2,fail,5,5,0
Sanders Inc,E-Commerce,US,5.0,12477317,3,5,fail,14,3,12
Rivera LLC,AI,India,8.0,35805755,3,4,fail,5,9,4
Matthews-Reid,FinTech,Germany,1.0,24434491,4,8,fail,5,8,2
Simpson-Martinez,HealthTech,US,18.0,28113625,2,2,success,11,10,5
Cooper-Osborne,Biotech,Israel,3.0,33305077,8,6,success,14,3,12
Williams-Hoover,AI,Israel,12.0,17461882,1,5,fail,14,3,11
"Sexton, Steele and Lopez",FinTech,India,5.0,23759434,2,7,success,9,1,3
"Thornton, Harris and Mills",E-Commerce,UK,2.0,21141583,4,4,fail,12,6,9
Barker Ltd,EdTech,US,7.0,10770929,3,2,success,10,2,9
"Swanson, Bright and Larson",E-Commerce,India,0.0,5355771,1,2,success,5,2,0
"Steele, Mendoza and Foster",EdTech,US,4.0,13562903,1,5,fail,3,4,3
"Keller, Wilson and Wolf",EdTech,India,0.0,10724930,1,2,success,14,3,8
"Holmes, May and Knight",FinTech,US,3.0,16381163,2,4,success,13,10,9
Durham-Love,EdTech,Canada,0.0,5181182,1,4,fail,9,7,3
Mack-Garcia,FinTech,Canada,12.0,25930193,3,5,success,12,8,6
Vance-Roman,E-Commerce,Singapore,4.0,16651120,4,3,fail,14,3,10
"Little, Henry and Cabrera",AI,US,9.0,31304674,8,6,fail,3,10,2
Brown-Reilly,Biotech,India,6.0,35976134,3,3,fail,14,3,8
Shepard Inc,FinTech,US,0.0,15655785,4,4,fail,3,2,2
"Warren, Weeks and Rodriguez",AI,US,4.0,29792977,3,3,fail,6,6,3
Bender-Gordon,FinTech,India,19.0,31793864,2,6,success,14,3,8
"Clay, Wise and Atkinson",AI,India,1.0,26494890,8,4,fail,2,8,1
Lee Ltd,FinTech,US,4.0,16938539,1,2,fail,10,8,8
"Molina, Allison and Reeves",HealthTech,India,4.0,24990367,8,5,success,11,2,4
Turner-Green,HealthTech,India,2.0,21763528,6,5,success,13,2,10
English Group,EdTech,US,15.0,11110826,6,2,fail,14,3,11
Davis-Williams,HealthTech,Israel,2.0,14409434,5,4,success,13,7,12
Mack-Barnes,FinTech,US,16.0,34719899,3,7,fail,12,6,4
Wise Group,FinTech,US,3.0,23301980,2,3,fail,9,10,8
"Prince, Miller and Sullivan",E-Commerce,US,2.0,18037708,2,2,fail,10,11,6
Castro Ltd,Biotech,Israel,1.0,27507125,2,4,success,14,3,9
"Jones, Walker and Martin",FinTech,US,13.0,28008376,1,4,fail,11,6,7
"Moran, Mooney and Collins",FinTech,Germany,1.0,26615688,6,4,fail,14,3,11
"Perez, Ellis and Mosley",SaaS,India,3.0,16181548,3,3,fail,6,5,2
Thomas-Lindsey,E-Commerce,UK,3.0,14348990,1,1,fail,6,11,2
"Martinez, Ray and Peterson",EdTech,Israel,26.0,15721727,1,8,success,11,3,4
"Sanchez, Cannon and Horton",HealthTech,Canada,7.0,29843258,3,4,fail,8,10,3
"Gonzalez, Stark and Norris",E-Commerce,US,4.0,18362386,5,2,fail,10,6,1
"Austin, Mercado and Anderson",HealthTech,Canada,6.0,24282479,2,3,fail,14,3,10
Williams Ltd,E-Commerce,India,12.0,19421640,1,4,fail,14,3,9
Jones Group,SaaS,US,16.0,22334824,3,4,fail,10,4,2
Bryant Group,SaaS,UK,7.0,19529612,4,5,fail,8,7,4
Jackson-Hill,AI,Singapore,9.0,39444605,7,5,fail,10,4,8
Mcguire-Lee,Gaming,US,2.0,8532459,1,4,success,5,5,1
Schmitt Ltd,HealthTech,Germany,2.0,9097839,1,5,success,5,3,3
"Pruitt, Sanchez and Dixon",HealthTech,US,8.0,22619464,1,4,success,8,12,3
Reeves Group,AI,US,7.0,38887987,3,6,fail,3,2,2
"James, Hughes and Harris",AI,Israel,11.0,35929019,6,8,success,13,5,8
Foster Group,E-Commerce,US,5.0,27074097,1,4,fail,12,7,7
Cook-Beck,E-Commerce,India,5.0,11956424,3,2,fail,14,3,6
Hernandez-Campos,EdTech,Canada,8.0,12380211,1,3,fail,13,11,9
Duncan-Baker,SaaS,India,3.0,19219064,3,2,fail,5,3,4
"Turner, Lopez and Green",AI,US,8.0,27379746,2,5,fail,11,6,9
Leach and Sons,FinTech,India,1.0,12288889,1,3,success,14,3,8
Sosa LLC,AI,Israel,5.0,32672080,3,4,fail,14,3,7
Franco Group,EdTech,UK,4.0,5588754,1,5,fail,7,6,0
Williams-Smith,HealthTech,Germany,2.0,13609599,1,2,success,6,11,4
"Hull, Lopez and Berry",E-Commerce,Canada,6.0,17012132,8,4,fail,14,3,10
"Callahan, Hoffman and Martinez",Biotech,US,16.0,45140202,5,4,success,5,11,4
Swanson Inc,E-Commerce,India,1.0,13412086,2,3,fail,6,2,4
Lewis LLC,HealthTech,US,6.0,16445322,4,5,fail,14,3,11
Miller-Costa,HealthTech,US,1.0,14506411,3,6,fail,4,5,2
"Campbell, Palmer and Chaney",AI,US,9.0,30764793,2,5,success,9,9,7
"Cherry, Edwards and Hernandez",Biotech,Canada,2.0,31034632,5,5,success,10,1,1
Gibson-Espinoza,AI,US,2.0,31572305,2,5,fail,11,11,11
"White, Thornton and Walsh",E-Commerce,US,7.0,11688228,7,2,fail,10,5,1
Pearson-Cohen,AI,US,3.0,30002863,2,7,fail,6,5,0
Gallagher Inc,AI,US,1.0,25436868,2,7,fail,8,6,7
"Thompson, Walker and Smith",AI,India,27.0,26212175,3,2,fail,9,12,9
Rodriguez-Martinez,HealthTech,Germany,4.0,15108655,3,2,fail,14,3,9
"Moyer, Burns and Morales",AI,US,5.0,19691985,2,8,success,14,3,7
Gonzalez Inc,E-Commerce,US,5.0,15130036,2,3,fail,7,6,6
York Inc,FinTech,Germany,10.0,24069048,7,7,success,14,3,12
"Lee, Ball and Sherman",AI,India,1.0,21462067,4,3,success,8,8,8
"Valencia, Robinson and Holmes",E-Commerce,US,2.0,13406736,6,4,fail,12,9,7
Bush LLC,Biotech,Canada,4.0,37392368,4,5,fail,14,1,8
Moore Ltd,E-Commerce,India,1.0,10883813,1,5,success,14,3,10
Hardy LLC,FinTech,US,0.0,20350737,2,7,fail,14,3,8
Cummings Group,E-Commerce,US,7.0,15169463,3,6,fail,14,3,9
Lindsey-Ali,AI,Germany,6.0,22016057,1,4,success,6,1,5
Malone and Sons,AI,US,1.0,21295115,3,5,fail,6,5,1
Owens and Sons,AI,India,8.0,42161686,8,10,success,12,6,3
"Gardner, Summers and Harrington",AI,India,7.0,32318339,5,5,fail,10,2,9
Larson PLC,Gaming,UK,8.0,14721813,1,1,fail,11,3,8
Davis-White,E-Commerce,UK,1.0,11201372,3,4,success,6,12,0
Rosario LLC,HealthTech,India,17.0,25714701,2,4,fail,14,3,6
"Nichols, Bell and Martin",E-Commerce,Israel,0.0,16096231,2,3,fail,3,7,1
Richards Inc,EdTech,India,3.0,7980730,6,2,fail,10,11,7
Peterson Group,FinTech,UK,5.0,8905152,4,5,fail,13,12,9
Conway-White,FinTech,US,0.0,12812325,1,3,fail,11,11,3
Harris-Ramirez,FinTech,Israel,11.0,35841337,2,5,fail,9,4,7
"Miller, Callahan and Carey",AI,US,7.0,38247702,5,5,fail,9,8,3
Burns-Owens,HealthTech,India,0.0,8591252,2,1,fail,8,3,3
"Cook, Green and Gonzalez",HealthTech,US,12.0,20278171,3,6,fail,12,6,8
Salinas Inc,AI,UK,2.0,26504177,2,7,success,14,3,12
"Williams, Rodgers and Boyle",SaaS,US,3.0,6247755,1,7,fail,14,3,6
"Marquez, Hoffman and Smith",E-Commerce,Germany,7.0,15708614,4,5,success,14,2,10
Rivera PLC,AI,US,5.0,15489123,1,2,fail,14,3,8
Ramirez Inc,Biotech,Canada,1.0,40261948,3,5,success,11,3,6
Williams LLC,E-Commerce,US,3.0,13840814,1,7,success,14,3,11
"Long, Salazar and Johnson",Biotech,US,4.0,27063126,1,5,fail,0,4,0
Frazier-Williams,Biotech,India,4.0,29843083,3,5,fail,11,1,3
Cline and Sons,E-Commerce,Singapore,4.0,9520581,1,4,fail,10,8,2
Fields PLC,FinTech,US,4.0,20307349,6,5,success,11,11,11
Moore PLC,AI,US,3.0,26575030,6,5,success,14,3,9
Campbell-Spencer,FinTech,India,4.0,15306287,4,5,fail,5,2,4
Chambers PLC,Gaming,US,1.0,4207389,1,2,fail,9,7,1
Frost LLC,SaaS,India,0.0,12841125,1,4,success,12,11,9
"Lee, Christian and Rosales",Biotech,Canada,4.0,42390782,2,9,success,6,2,4
Bates Group,AI,US,0.0,22120989,2,3,success,14,3,8
Burns-Frost,AI,Germany,0.0,20922736,2,5,fail,10,1,5
Allen Inc,AI,India,1.0,23901350,2,3,fail,7,10,0
"Powell, Robinson and Price",E-Commerce,Israel,1.0,10480267,1,5,success,6,9,6
Johnson Inc,AI,India,2.0,22465224,1,3,success,6,9,2
Young Ltd,Biotech,India,0.0,20116096,1,5,fail,11,9,10
Costa-Carey,AI,Germany,1.0,29954411,6,4,success,3,10,3
Walters-Gay,Gaming,US,0.0,13697089,1,5,success,11,5,8
"Evans, Gilbert and Webb",Gaming,US,2.0,8430244,1,4,fail,1,12,1
Ellis-Roberts,AI,Singapore,7.0,41120030,3,9,fail,14,3,11
Robinson Ltd,E-Commerce,India,1.0,14058575,4,3,fail,8,6,3
Mcintosh and Sons,AI,US,5.0,29574387,2,7,fail,11,10,5
Nelson-Perez,E-Commerce,Canada,0.0,12428803,4,5,fail,3,1,2
Harris-Gutierrez,FinTech,India,0.0,20411608,3,8,fail,14,3,11
Lowe-Webb,E-Commerce,US,3.0,10741922,2,4,success,14,3,9
"Ford, Stevens and Cook",Biotech,US,3.0,23379134,1,7,fail,7,10,5
Hubbard Group,FinTech,US,1.0,20249292,1,4,fail,14,3,12
"Daugherty, Mccoy and Rogers",EdTech,Israel,1.0,13042120,1,1,success,14,3,9
Jacobs-Morton,SaaS,Singapore,0.0,8026453,1,2,fail,9,6,0
Gray Ltd,E-Commerce,US,7.0,20448779,2,6,fail,14,3,7
Boyle Inc,AI,Canada,1.0,27729525,2,6,fail,6,6,6
Humphrey-Moore,EdTech,India,1.0,6809384,1,2,success,8,8,4
Ball-Olsen,FinTech,US,0.0,19402355,1,6,success,11,8,7
"Oconnor, Terrell and Lee",Biotech,India,1.0,17510970,2,3,fail,9,9,2
Ho Group,E-Commerce,US,1.0,18092207,3,1,success,13,3,5
Huffman Inc,EdTech,US,1.0,9739123,1,1,success,14,1,10
Sosa Ltd,AI,US,0.0,24264747,1,5,success,13,12,12
Fox-Ramirez,FinTech,US,13.0,26773914,2,6,fail,11,1,6
Reed PLC,Biotech,Singapore,9.0,37239791,2,5,fail,14,3,11
Nichols-Mooney,SaaS,Singapore,2.0,15244163,1,8,success,8,10,5
Gutierrez-Miller,FinTech,Canada,2.0,8268242,1,4,success,14,3,9
Payne PLC,E-Commerce,US,3.0,31751751,7,10,success,13,9,12
"Wood, Wallace and Green",EdTech,India,3.0,9401661,1,2,success,9,4,1
Ballard-Peterson,AI,India,7.0,35277311,2,5,fail,9,11,1
Shaw Group,AI,US,3.0,17686828,2,2,fail,4,10,0
Gray LLC,FinTech,US,1.0,14690003,3,2,fail,8,10,3
"Robertson, Bryant and Duarte",AI,India,0.0,21956035,1,5,success,11,1,8
Price-Austin,FinTech,US,12.0,25122939,5,3,success,7,2,6
Michael-Cruz,AI,Canada,0.0,18403322,4,3,success,10,6,10
Martin and Sons,AI,UK,11.0,49980796,7,8,success,6,4,0
Lee-Bradley,Gaming,US,5.0,10717105,2,3,fail,12,11,4
Dickerson PLC,EdTech,UK,2.0,7171255,1,4,success,10,9,9
"Gutierrez, Fritz and Gomez",HealthTech,US,1.0,19868366,7,5,fail,11,6,2
Conrad Ltd,Gaming,US,1.0,10499941,4,4,fail,7,6,0
Floyd-Richards,AI,US,3.0,28655548,7,5,success,6,3,2
"Henderson, Melton and Barker",AI,Canada,5.0,36385514,4,6,success,2,10,0
"Jackson, Turner and Camacho",HealthTech,US,5.0,22268328,5,3,success,14,3,11
Taylor-Buckley,Gaming,India,2.0,8707149,1,4,fail,12,11,8
Haas and Sons,Biotech,US,2.0,26700429,6,8,success,9,3,2
West Ltd,SaaS,US,7.0,23317341,1,3,fail,14,3,11
Parker Ltd,Biotech,US,12.0,39895529,2,6,fail,11,2,10
"Baker, Compton and Hooper",E-Commerce,UK,12.0,23329323,6,4,success,4,8,3
"Peters, Dalton and Sandoval",Gaming,India,4.0,11211155,7,1,fail,14,3,5
Garrison-Campbell,AI,Germany,0.0,25103819,1,4,fail,13,3,6
"Brown, Green and Hinton",HealthTech,US,0.0,20551369,3,6,fail,9,7,1
Joyce-Rogers,EdTech,US,2.0,10962460,3,6,success,7,6,3
Austin-Obrien,EdTech,UK,6.0,9264220,1,3,success,4,3,3
Wagner-Cooper,E-Commerce,US,3.0,17532746,1,8,success,6,7,3
"Huff, Morris and Yang",FinTech,US,4.0,22544091,3,3,fail,14,2,9
Russo and Sons,HealthTech,US,9.0,25256443,8,5,fail,11,7,7
"Lopez, Blake and Adams",E-Commerce,Germany,0.0,17718580,2,7,fail,11,10,11
Blackwell and Sons,HealthTech,UK,12.0,29307799,4,7,success,8,10,7
"Vaughn, Chen and Hernandez",HealthTech,US,2.0,16997240,5,6,fail,11,3,10
Rodriguez-Richardson,E-Commerce,India,0.0,14714664,2,4,fail,8,8,5
"Estes, Anderson and Burch",Biotech,Germany,9.0,31060508,2,4,fail,6,3,2
Johnson PLC,SaaS,US,13.0,25373311,7,5,success,11,9,7
Morgan-Brown,Biotech,UK,8.0,34289549,3,4,fail,1,11,1
"Park, Conrad and Johnson",AI,UK,10.0,36653883,3,11,fail,14,3,9
Hale-Williams,E-Commerce,UK,5.0,14667630,1,8,success,4,10,2
French Group,E-Commerce,India,1.0,8732895,2,5,fail,14,3,10
Estrada and Sons,HealthTech,Germany,1.0,11069010,2,5,fail,12,12,11
"Navarro, Johnson and Dominguez",E-Commerce,US,4.0,18498182,3,4,success,0,11,0
Snyder-Santos,E-Commerce,US,6.0,23154614,5,6,success,9,4,8
Zamora PLC,AI,India,2.0,17397433,1,4,fail,11,11,5
Phillips-Acosta,SaaS,India,2.0,8739695,4,2,fail,10,7,1
"Clay, Campbell and Mclean",E-Commerce,US,15.0,13667072,1,8,fail,14,3,12
Wilson-James,EdTech,Germany,3.0,6839902,2,2,fail,8,10,5
West and Sons,AI,India,21.0,34095642,3,4,fail,9,5,7
Wilson LLC,Biotech,Germany,9.0,32768600,2,8,success,9,6,1
Doyle-Lopez,E-Commerce,US,5.0,11979270,8,5,fail,8,12,7
"Martin, Alexander and Matthews",Gaming,Germany,0.0,9390557,2,3,fail,10,6,7
"Hensley, Berry and Ross",SaaS,India,1.0,19350621,1,1,fail,14,3,12
Russell-Ingram,AI,US,2.0,23167745,1,7,fail,8,7,7
Hoffman Group,EdTech,US,5.0,11163738,1,9,fail,14,3,9
"Ramirez, Clark and Brandt",FinTech,US,3.0,7166894,2,3,fail,1,7,1
"Harris, Franklin and Gardner",Biotech,India,8.0,24610102,1,4,fail,14,3,9
Green-Hess,FinTech,US,5.0,13584305,2,3,success,14,3,6
Webster Inc,AI,Singapore,2.0,19933151,3,7,fail,5,4,0
Guerrero-Norris,E-Commerce,Israel,7.0,11321733,1,2,success,11,10,5
Mcknight-Mack,E-Commerce,Canada,1.0,10192465,3,5,fail,6,2,2
"Mckee, Boyer and Perez",Gaming,Canada,0.0,9040222,1,2,fail,8,4,4
"Acevedo, Johnson and Williamson",E-Commerce,US,0.0,11398476,1,5,success,14,3,12
Taylor-Bradshaw,Biotech,India,8.0,31755350,3,6,fail,7,12,4
Hall-Lynn,AI,US,4.0,29510172,4,5,success,13,2,4
Espinoza and Sons,HealthTech,US,4.0,7737439,2,1,fail,8,2,2
French-Ball,HealthTech,US,5.0,25123245,3,5,success,7,3,5
"Nguyen, Blanchard and Hardin",EdTech,India,5.0,8723523,7,4,fail,7,2,4
"Lee, Archer and Sanders",FinTech,US,4.0,20524643,3,8,success,8,3,2
Vasquez-Baker,AI,Germany,9.0,29531144,2,3,fail,10,7,4
"Murphy, Li and Cooper",FinTech,Israel,2.0,9208353,1,3,fail,4,6,3
"Sellers, Rodriguez and Phillips",E-Commerce,US,8.0,25597409,1,4,fail,8,3,5
"Myers, Burns and Fuentes",E-Commerce,India,7.0,10640052,3,5,fail,10,7,4
"Walker, Bailey and Morris",E-Commerce,Germany,1.0,12707429,1,4,fail,10,6,2
"Mora, Copeland and Allen",HealthTech,Israel,9.0,23132323,1,5,fail,14,3,6
Wilkinson PLC,E-Commerce,Israel,8.0,15042753,4,5,success,7,7,4
Nelson Group,FinTech,US,0.0,23098036,2,5,fail,10,2,4
Campbell PLC,AI,US,1.0,28756007,5,6,success,14,3,10
Palmer Ltd,AI,Singapore,3.0,24424132,6,6,fail,14,3,12
Murphy-Wood,FinTech,Singapore,0.0,11747774,2,3,fail,10,1,6
Berg-Smith,E-Commerce,India,1.0,17736272,8,11,fail,14,3,11
Hernandez-Baird,E-Commerce,US,1.0,9537291,1,4,fail,13,3,10
Bowman LLC,E-Commerce,UK,1.0,12540668,1,3,success,12,12,9
Douglas-Wong,AI,US,2.0,24653390,5,4,success,8,6,0
Hendricks and Sons,E-Commerce,Singapore,3.0,19013279,4,7,fail,11,1,9
Sanders Group,E-Commerce,Canada,1.0,10382915,2,2,fail,9,3,3
"Martin, Ali and Smith",SaaS,UK,4.0,16877210,4,4,fail,14,3,10
"Roberts, Scott and Kennedy",HealthTech,US,4.0,19203917,1,3,fail,12,11,11
Palmer-Elliott,AI,Germany,8.0,40071740,4,5,fail,14,3,12
"Leonard, Howell and Palmer",AI,US,2.0,40964677,4,9,success,13,11,12
Lopez-Martin,E-Commerce,US,1.0,9656701,1,3,fail,14,3,12
Terry-Roman,EdTech,India,11.0,14018566,2,9,fail,13,1,5
Johnson and Sons,AI,India,8.0,28303942,8,5,fail,14,3,12
Charles PLC,AI,Germany,4.0,27360445,4,5,fail,9,6,2
Long-Padilla,EdTech,Israel,0.0,7672567,1,2,fail,7,11,1
"Welch, Bartlett and Joseph",SaaS,US,0.0,15470319,2,4,fail,14,3,12
Scott-Smith,AI,India,1.0,29377037,2,10,success,5,1,0
"Chung, Durham and Tate",Gaming,US,0.0,3591717,1,4,fail,10,8,5
Ellis and Sons,AI,India,2.0,21919451,1,7,fail,12,10,11
Johnson-Gallegos,HealthTech,Israel,7.0,19308504,5,2,success,14,3,12
"Coleman, Thompson and Henderson",FinTech,UK,6.0,23644293,3,2,fail,11,3,6
Holt LLC,AI,US,0.0,15101049,3,2,fail,14,3,9
"Wang, Roberson and Clark",EdTech,US,18.0,13639458,5,3,success,14,3,9
"Stewart, Grant and Wilson",E-Commerce,US,6.0,14413950,2,4,fail,12,2,5
Sanders-Ramirez,EdTech,US,0.0,7185980,1,2,success,9,3,7
Hampton Inc,AI,India,0.0,9574816,1,1,fail,3,10,3
Curry Inc,E-Commerce,Singapore,6.0,14750449,2,5,success,3,10,1
Hines-Moody,E-Commerce,US,1.0,11069338,1,3,fail,6,12,4
"Hawkins, Hill and Anderson",E-Commerce,UK,0.0,12382007,1,3,fail,14,3,8
Jordan-Gibson,AI,US,2.0,19319401,1,4,fail,13,11,6
Rodriguez-Foster,FinTech,India,6.0,15791342,3,7,fail,14,3,10
Johnson Inc,FinTech,US,1.0,10869002,6,3,fail,14,3,9
"Gilmore, Norton and Woodard",AI,India,3.0,21139005,6,5,fail,14,3,10
Duke-Brown,E-Commerce,UK,2.0,18740586,1,5,fail,14,3,6
"Nolan, Villanueva and Martin",HealthTech,India,2.0,10154216,1,2,fail,8,2,5
Boyd Inc,E-Commerce,UK,2.0,6977238,3,2,fail,10,10,10
"Greene, Ramos and Parker",SaaS,Canada,3.0,16136219,5,3,success,9,8,0
"Johnson, Schwartz and Johnson",Gaming,Israel,0.0,10482649,2,3,fail,10,5,7
Lewis Group,E-Commerce,Germany,0.0,9508817,1,4,fail,8,3,4
Miller PLC,FinTech,US,1.0,9184369,1,1,fail,14,3,7
"Weaver, Gonzalez and Vasquez",EdTech,Singapore,0.0,8679039,1,3,fail,13,6,8
Trevino-Snyder,HealthTech,Singapore,3.0,8461854,1,1,fail,14,1,6
"Bell, Flynn and Carter",E-Commerce,Germany,0.0,7854573,1,3,success,1,12,1
Ward PLC,HealthTech,India,2.0,23447034,2,8,fail,14,3,7
Knight-Kelley,SaaS,US,1.0,10083422,2,3,fail,13,1,12
Mosley Group,AI,Germany,11.0,38180281,4,6,fail,6,4,3
Peterson Ltd,AI,Israel,9.0,37459265,3,7,success,5,9,3
Kelly-Mckee,EdTech,UK,1.0,8451456,4,4,fail,5,8,3
Morrison-Martinez,HealthTech,UK,3.0,20565981,1,4,success,9,7,7
Sanchez and Sons,E-Commerce,US,15.0,17443778,3,5,fail,12,12,4
"Ellis, Blevins and Taylor",AI,US,3.0,23632133,2,6,fail,10,4,4
Garcia-Meyer,AI,Germany,9.0,26075018,2,3,fail,6,1,5
Oconnor Ltd,SaaS,US,8.0,17570765,8,1,fail,12,2,3
"Olson, Sawyer and Rodriguez",E-Commerce,UK,14.0,17687575,3,3,fail,9,3,5
Snyder-Moore,SaaS,Germany,1.0,17399956,1,4,fail,6,5,1
"Henry, Jordan and Cohen",E-Commerce,US,0.0,6210035,1,3,fail,4,5,2
Bailey LLC,EdTech,US,0.0,5802501,1,4,fail,11,3,8
Gordon and Sons,E-Commerce,Canada,4.0,12488354,3,4,success,14,3,6
Phillips-Moore,Biotech,US,3.0,35210137,5,4,fail,12,8,11
Carpenter PLC,HealthTech,US,1.0,14706905,2,3,fail,7,12,4
Kelly-Lopez,E-Commerce,Germany,1.0,4939178,1,2,fail,11,2,8
Huerta and Sons,AI,Canada,6.0,24736291,3,4,fail,9,3,3
Marquez-Morales,HealthTech,Israel,3.0,17226364,2,6,fail,8,11,6
Anderson and Sons,FinTech,India,4.0,20022569,2,3,fail,10,12,9
Cook LLC,SaaS,India,6.0,9391537,5,1,fail,14,3,9
Ramirez-Gardner,HealthTech,Canada,2.0,19149005,1,3,fail,13,9,9
Smith-Garcia,E-Commerce,India,1.0,12189484,4,4,fail,4,12,4
White-Williams,Biotech,India,9.0,45342607,3,8,fail,10,4,10
Edwards Group,EdTech,India,0.0,6295636,1,6,fail,8,3,6
Bauer-Wright,HealthTech,US,3.0,21588941,3,3,success,14,3,11
"Madden, Doyle and Santos",AI,India,9.0,30833313,8,6,fail,2,10,2
Frank and Sons,AI,US,4.0,11284118,2,1,success,7,8,3
Kennedy and Sons,SaaS,US,4.0,23009755,2,4,fail,6,7,0
"Brooks, Wilson and Williams",EdTech,Singapore,2.0,7793121,5,5,fail,7,11,6
Jones PLC,E-Commerce,US,1.0,20538788,2,4,fail,10,1,8
Fox Inc,AI,US,4.0,24229707,3,5,fail,12,6,6
"Frazier, Fernandez and Cohen",FinTech,India,0.0,17996768,1,3,fail,12,5,11
"Koch, Hill and Morrow",EdTech,Canada,14.0,13683677,1,3,fail,14,3,12
Alexander and Sons,FinTech,Canada,6.0,37717254,3,6,fail,3,2,0
