company_name,founded_on,industry,headquarters,founder_experience,total_funding_usd,num_funding_rounds,investors_count,last_funding_date,status
Thomas-Ho,2014-06-17,E-Commerce,India,1.0,14017074,1,5,2019-02-23,fail
"Ruiz, Valdez and Solomon",2020-06-06,FinTech,UK,0.0,16540096,2,1,2022-03-11,fail
Powell-James,2013-04-03,FinTech,US,16.0,27785071,1,6,2017-12-03,success
Gutierrez-Sanchez,2010-05-19,,India,1.0,26612878,2,7,2016-04-07,fail
"Bradley, Williamson and Martin",2021-01-06,FinTech,US,0.0,20627512,1,5,2025-03-31,fail
"Ward, Kelly and Mcdaniel",2012-06-19,E-Commerce,US,1.0,15208152,6,4,2014-11-30,fail
"Miller, Browning and Reynolds",2014-07-06,E-Commerce,Singapore,,19295829,3,4,2018-09-09,fail
"Harrison, Bell and Wong",2020-04-15,HealthTech,US,4.0,10936130,4,4,2024-12-13,fail
"Allen, Ballard and Barnett",2011-01-22,AI,US,0.0,24903681,3,4,2014-04-12,success
Brock LLC,2011-08-24,AI,Canada,4.0,40755297,3,6,2020-02-20,fail
Thomas LLC,2015-03-16,AI,India,13.0,37196962,3,6,2019-02-20,fail
Erickson Inc,2012-10-24,SaaS,US,0.0,12295074,2,5,2018-04-15,fail
Lamb and Sons,2013-01-25,HealthTech,US,3.0,10220934,4,5,2016-10-15,fail
"Smith, Cannon and Martinez",2012-07-31,Biotech,Canada,,27486751,2,7,2014-03-21,fail
Mcguire-Castro,2011-12-29,Gaming,Canada,6.0,1619084,2,2,2017-11-12,fail
Dudley Ltd,2014-08-07,E-Commerce,US,0.0,11169840,5,4,2020-05-04,fail
Johnson-Levine,2017-01-22,HealthTech,US,0.0,17099470,5,2,2019-03-02,fail
Barnett Inc,2021-12-25,AI,US,11.0,45809196,5,10,2025-03-31,fail
Kim LLC,2021-05-17,FinTech,US,14.0,38388367,6,6,2025-03-31,fail
Fletcher-Nunez,2021-08-12,AI,US,6.0,29668388,3,6,2025-03-31,fail
"Hill, Ramirez and Thomas",2017-09-13,SaaS,US,0.0,14949579,5,4,2025-03-31,fail
"Greene, Hancock and Beltran",2014-12-02,Gaming,Singapore,0.0,7435262,1,2,2022-12-13,fail
Murphy PLC,2021-02-23,HealthTech,Germany,5.0,22876794,7,4,2025-01-31,success
Herrera-Schmidt,2020-01-13,AI,US,4.0,21154716,3,4,2025-03-31,fail
Espinoza LLC,2013-03-11,Biotech,India,0.0,30828590,3,7,2023-02-01,fail
"Logan, Howard and Bishop",2017-04-02,HealthTech,UK,0.0,15447334,3,4,2025-03-31,fail
James-Huang,2018-08-26,E-Commerce,Germany,1.0,17987909,4,2,2025-03-31,success
"Ware, Holmes and Bridges",2019-01-25,HealthTech,Israel,2.0,20732780,1,3,2025-03-31,fail
"Wright, Rivera and Noble",2020-06-23,EdTech,Canada,5.0,9527055,1,3,2025-03-31,fail
Taylor LLC,2015-11-19,SaaS,Singapore,1.0,12638538,2,1,2018-02-11,fail
Hawkins-Allen,2020-07-23,HealthTech,US,1.0,11844748,1,3,2025-03-31,fail
Richards Ltd,2016-11-12,SaaS,India,1.0,17280982,2,2,2021-03-24,fail
Foster PLC,2018-01-26,E-Commerce,US,0.0,11530886,1,5,2025-03-31,fail
King and Sons,2010-11-30,HealthTech,US,0.0,17668611,4,3,2015-04-03,success
Baxter-Mcbride,2013-06-06,EdTech,Canada,2.0,12061201,1,6,2014-07-03,fail
"Medina, Stafford and Allen",2014-10-11,AI,UK,1.0,21965447,2,5,2022-10-16,success
"Medina, Smith and Turner",2017-08-28,Biotech,UK,1.0,24078952,1,8,2021-08-15,fail
Owen-Anderson,2016-01-05,HealthTech,Singapore,5.0,18745522,2,2,2022-06-26,fail
Clark Ltd,2011-03-09,SaaS,UK,11.0,20520395,3,4,2012-04-27,fail
Lee-Taylor,2011-07-22,HealthTech,US,5.0,15825010,2,3,,fail
Jones-Beck,2021-01-24,E-Commerce,India,4.0,12995014,1,2,2023-11-29,fail
"Newton, Vargas and Walker",2010-01-23,E-Commerce,Canada,14.0,20980714,1,4,2019-01-30,success
Carr-Ruiz,2012-12-19,AI,US,4.0,31061206,3,5,2022-01-20,success
"Martinez, Mora and Gonzalez",2014-03-04,FinTech,Germany,11.0,30432921,2,5,2019-12-22,success
Murphy PLC,2016-10-26,EdTech,US,0.0,4324116,3,3,2025-03-31,fail
Walls LLC,2011-11-22,Biotech,Singapore,6.0,41874637,3,7,2016-07-13,fail
"Roach, Mccormick and Smith",2010-01-17,FinTech,US,1.0,17812798,7,4,2013-07-20,fail
King-Davis,2010-06-03,AI,US,1.0,31209109,4,4,2019-03-01,success
"Cook, Gill and Kelly",2017-06-15,AI,US,3.0,17252002,7,3,2025-03-31,fail
"Davis, Davis and Hart",2019-09-23,FinTech,US,15.0,23270134,1,2,2021-07-04,success
Simon LLC,2016-12-03,AI,US,1.0,26933213,3,6,2025-03-31,fail
Richards Group,2021-09-01,AI,India,11.0,48869549,8,10,2023-08-06,success
"White, Oliver and Scott",2010-09-27,,US,11.0,24413686,3,5,2014-03-23,fail
Perez-Carlson,2012-06-15,Gaming,Canada,4.0,14341337,2,4,2018-03-17,success
Carter Ltd,2014-12-03,EdTech,US,,6616320,2,5,2023-05-15,fail
"Silva, Rice and Nguyen",2015-03-11,SaaS,US,1.0,10103841,2,2,2022-06-14,fail
Griffith-Watson,2020-10-26,HealthTech,US,5.0,19557451,1,2,2025-03-31,fail
Garcia Inc,2016-09-05,AI,India,1.0,38413118,2,4,2023-05-27,fail
Olson PLC,2022-03-17,,US,4.0,13921663,1,2,2025-02-25,fail
"Hernandez, Banks and Lee",2017-01-30,FinTech,US,2.0,23845023,3,5,2021-02-17,fail
Martin PLC,2012-11-26,FinTech,US,18.0,23295731,2,5,2018-03-07,fail
Ross-Edwards,2022-10-15,AI,India,0.0,21240154,3,5,2024-11-30,fail
Anderson-Park,2015-04-19,SaaS,Germany,2.0,11016189,1,5,2017-02-04,success
"Banks, Conner and Benson",2020-11-16,Gaming,Germany,,3516892,1,3,2024-07-27,success
Barnes-Garcia,2013-09-07,FinTech,UK,8.0,18678855,1,2,2016-01-23,success
Jones Group,2016-08-07,AI,UK,3.0,25291703,2,8,2019-02-12,fail
Walton and Sons,2016-11-10,AI,US,2.0,26100558,2,6,2019-04-10,fail
West-Martin,2018-01-04,E-Commerce,UK,3.0,4286717,1,4,2025-03-31,fail
Norris PLC,2021-07-08,AI,US,2.0,21700915,3,4,2025-03-02,fail
Johnson Inc,2016-10-23,E-Commerce,Germany,3.0,16102349,1,3,2025-03-31,success
Roach-Aguilar,2020-01-03,AI,India,1.0,29990132,4,7,2021-08-10,fail
Raymond Group,2018-02-25,HealthTech,Canada,1.0,17823047,1,5,2019-08-26,fail
Marshall PLC,2012-03-20,Gaming,India,2.0,3490053,1,3,2022-01-20,fail
"Miller, King and Sloan",2015-11-16,HealthTech,Germany,0.0,7328331,2,3,2024-03-25,fail
Lopez-Ramos,2020-02-01,EdTech,UK,1.0,5630571,1,1,2025-03-31,success
Hill-Hayes,2012-02-06,AI,India,17.0,34967016,7,7,2020-03-31,fail
Merritt-Ramirez,2012-06-30,SaaS,Singapore,4.0,21662981,3,5,2015-03-06,fail
"Garcia, Shannon and King",2019-10-13,Gaming,US,3.0,8047363,1,3,,fail
Lambert-Martinez,2019-12-01,Biotech,Canada,2.0,19955623,6,3,2024-12-04,success
"Harris, Chapman and Galvan",2012-09-19,FinTech,Singapore,4.0,17754120,2,1,2021-02-28,fail
Boyd Ltd,2011-12-18,E-Commerce,Germany,8.0,19708810,5,5,2015-10-07,success
"Sanchez, Davis and Estrada",2016-11-30,EdTech,India,3.0,8809572,4,2,2021-02-07,success
Vazquez Inc,2012-10-09,Gaming,Germany,10.0,18703317,2,7,2020-12-12,fail
Krause PLC,2014-04-14,HealthTech,US,5.0,21604792,2,5,2023-04-28,fail
"Herrera, Wood and Sampson",2016-04-05,Gaming,India,4.0,10080366,5,3,2025-03-31,fail
"Becker, Smith and Weaver",2022-03-08,,US,28.0,12020137,5,4,2025-03-31,fail
"Jenkins, Williams and Hebert",2010-04-17,E-Commerce,US,0.0,9681796,3,2,2016-09-25,fail
Ross-Russell,2022-09-14,HealthTech,Singapore,0.0,24634592,7,2,2025-03-31,fail
"Contreras, Ballard and Calhoun",2016-12-18,SaaS,US,3.0,15502128,6,5,2017-12-26,fail
Hopkins-Valdez,2022-02-25,SaaS,India,0.0,19866126,1,8,2025-03-31,fail
Arias-Rice,2021-10-17,E-Commerce,Canada,2.0,16767286,2,5,2025-03-31,fail
Adams Ltd,2014-04-17,AI,India,6.0,33205855,6,6,2024-02-19,success
Jones-Mason,2020-08-16,E-Commerce,Germany,,17890057,1,2,,fail
Smith PLC,2015-11-11,Gaming,Canada,3.0,15925787,1,4,2017-12-14,fail
Young-Lee,2020-06-15,Gaming,India,13.0,19039774,4,5,2022-11-17,fail
Williams and Sons,2013-09-25,FinTech,UK,0.0,14728511,1,6,2016-01-05,success
Miles Inc,2016-10-08,E-Commerce,US,9.0,20226057,3,2,2024-12-16,fail
Beck-Mcgrath,2012-01-11,Gaming,US,7.0,13600807,3,5,2017-11-20,success
"Bass, Rogers and Ramirez",2018-08-03,HealthTech,Canada,,19945622,1,5,2020-05-02,fail
Quinn LLC,2013-02-25,AI,US,11.0,25966361,1,2,2017-11-04,fail
"Stewart, Davis and Lopez",2012-06-07,AI,US,6.0,29227568,5,2,2013-09-29,success
"Thompson, Miller and Harris",2019-04-18,Biotech,Singapore,2.0,22984322,6,4,2023-01-09,fail
"Smith, Coleman and White",2013-03-27,FinTech,Singapore,0.0,22693203,3,4,2020-01-29,fail
"Boyer, Nelson and Brooks",2020-10-25,Gaming,India,,15519308,1,5,2023-06-09,fail
Martinez-Wong,2020-07-30,,Canada,9.0,16614838,1,5,2025-03-31,success
"Shah, Hall and Castro",2012-04-29,FinTech,US,9.0,35876281,3,7,2017-07-24,fail
"Hull, Weiss and Williams",2015-04-04,AI,India,,26861023,1,3,2018-07-16,fail
"Adkins, Hernandez and Gentry",2011-06-30,FinTech,US,6.0,20971318,2,4,2013-08-13,fail
Thornton-Woodard,2014-01-04,SaaS,US,,14453119,1,5,2020-08-25,success
Mcbride LLC,2011-09-03,Gaming,India,6.0,16859969,6,3,2021-08-10,fail
Reed-Adams,2020-05-10,EdTech,Singapore,2.0,11240503,5,6,2022-12-06,fail
Rivera-Weaver,2019-10-23,E-Commerce,US,0.0,7599056,2,4,2022-11-02,fail
Gutierrez Group,2022-12-13,E-Commerce,UK,7.0,16945008,1,4,2025-03-31,fail
Brewer Group,2019-08-10,AI,US,8.0,32295662,3,6,2025-03-31,success
Ware-Chung,2015-05-01,E-Commerce,Canada,20.0,24948740,2,5,2020-05-18,fail
"Dorsey, Le and Lambert",2022-11-17,EdTech,US,9.0,12000767,5,4,2025-03-31,fail
"Miller, Tate and Landry",2022-08-09,SaaS,Canada,23.0,17871663,7,3,,fail
Alexander and Sons,2017-08-03,HealthTech,US,0.0,15072369,2,5,2025-03-31,fail
Zuniga-Spencer,2021-05-20,HealthTech,Israel,0.0,13038296,2,4,2024-08-20,success
Li PLC,2017-03-30,E-Commerce,US,9.0,17118140,1,3,2021-08-05,fail
Fisher Group,2020-03-25,FinTech,US,0.0,20825769,2,4,2025-03-31,fail
"Berry, Ellis and Scott",2019-12-07,E-Commerce,US,3.0,16218218,7,4,2025-03-31,fail
Mendez Group,2013-01-31,E-Commerce,US,13.0,22772139,8,6,2017-12-03,success
Hanson Group,2015-08-09,SaaS,India,5.0,21801183,1,5,2018-06-07,fail
Williams-Morgan,2019-08-27,Biotech,US,0.0,20249472,3,6,2021-06-10,fail
Davis-Johnson,2021-11-24,Biotech,US,15.0,38296428,3,6,,fail
"Rodriguez, Shepherd and Greene",2017-06-02,E-Commerce,India,0.0,11242293,2,4,2023-12-10,success
Green-Mendez,2020-09-11,AI,US,2.0,21374523,3,8,2025-03-31,fail
Brown-Davis,2020-09-26,Gaming,US,17.0,18506641,5,4,2025-03-10,fail
"Lawrence, Price and Bruce",2016-05-07,E-Commerce,US,3.0,12681015,2,5,2024-08-31,fail
Graham-Paul,2018-03-26,FinTech,US,2.0,21144271,6,8,2025-03-31,fail
Vang Ltd,2014-04-10,E-Commerce,India,,14320295,5,5,2021-09-27,fail
"Williams, Rodriguez and Ward",2010-07-17,SaaS,US,2.0,15112405,1,3,2015-04-11,fail
Raymond-Silva,2021-11-02,AI,US,9.0,43466980,2,7,2025-03-31,fail
Peterson PLC,2016-09-28,E-Commerce,US,2.0,16954778,1,5,,fail
Long Group,2020-09-15,HealthTech,Singapore,2.0,25702917,3,6,2025-03-31,success
Smith Group,2017-12-01,E-Commerce,US,1.0,12918684,1,4,2024-08-07,fail
Davis-Tran,2018-10-04,FinTech,Singapore,1.0,16565612,1,2,2025-03-31,fail
Rogers Ltd,2013-06-06,SaaS,US,1.0,8568772,1,2,2019-10-02,fail
Taylor PLC,2020-06-15,SaaS,Germany,1.0,17133302,6,1,2025-03-31,fail
Conrad-Moore,2015-04-28,Gaming,Germany,18.0,17061520,4,6,2024-08-15,success
"Gonzales, Knight and Long",2013-01-04,EdTech,India,2.0,11155154,1,6,2020-12-15,success
Paul LLC,2019-03-23,AI,Singapore,11.0,38104696,4,6,2020-06-13,success
Reynolds and Sons,2014-09-17,Biotech,US,15.0,42457816,2,8,2022-04-21,fail
Moody LLC,2016-06-16,Gaming,Canada,0.0,10599152,3,2,2023-10-26,success
"Becker, Jenkins and Moore",2020-11-13,AI,US,13.0,20532775,7,5,2025-03-31,fail
"Ferguson, Ray and Soto",2014-09-14,E-Commerce,UK,24.0,16905288,3,7,2022-06-29,success
"Reynolds, Buckley and Rodriguez",2014-02-14,FinTech,India,2.0,29013874,3,3,2021-09-23,fail
"Wiley, Sweeney and Neal",2017-08-20,FinTech,Israel,0.0,17849715,5,4,2025-03-31,fail
"Richardson, Smith and Patterson",2020-09-19,HealthTech,US,9.0,21259542,5,3,2024-12-15,success
Wright Ltd,2014-09-29,FinTech,Germany,1.0,20419046,1,5,2024-01-10,fail
Evans Ltd,2013-10-18,Biotech,Germany,0.0,28463859,2,3,2023-03-01,success
"Alvarez, Cunningham and Gill",2015-11-06,Biotech,US,8.0,43645409,4,6,2025-03-31,fail
Thompson Ltd,2020-03-11,HealthTech,India,,21505554,6,6,2025-03-31,success
"Parker, Austin and Andrews",2015-02-02,E-Commerce,Israel,2.0,13907297,1,5,2020-03-29,success
"Hood, Ramirez and Stone",2017-08-16,E-Commerce,UK,4.0,13914723,1,3,2024-06-27,fail
Cook-Harmon,2022-05-04,HealthTech,India,4.0,15486662,1,5,2024-03-03,fail
"Hernandez, Baker and Johnson",2018-10-21,FinTech,Singapore,3.0,22302231,2,8,2025-03-31,success
"Newton, Harmon and Sanchez",2014-10-03,E-Commerce,UK,,12711051,2,1,2022-02-09,fail
"White, Tucker and Lucero",2021-07-29,AI,US,2.0,24947999,2,3,2023-01-01,success
Lloyd-Cooke,2021-04-22,AI,US,0.0,36744331,5,4,2025-03-31,success
"Ingram, Mendoza and Figueroa",2017-09-23,AI,Israel,3.0,19452325,3,6,2023-11-26,fail
George-Edwards,2022-02-14,E-Commerce,Canada,1.0,13452299,3,4,2025-03-31,fail
Goodman and Sons,2019-10-21,E-Commerce,US,1.0,15093556,2,4,2023-04-02,fail
"Frederick, Ramirez and Evans",2020-01-12,HealthTech,Canada,5.0,17852821,1,4,2025-03-31,fail
Hughes and Sons,2017-02-26,AI,India,0.0,30210443,2,4,2023-11-26,success
Washington PLC,2015-06-18,E-Commerce,Canada,3.0,15413897,4,1,2023-06-04,success
Barnes Ltd,2018-04-22,SaaS,Israel,,9466669,7,3,2024-04-03,fail
Cervantes Inc,2016-11-14,E-Commerce,India,6.0,19372737,2,2,2019-02-18,fail
"Davis, Alexander and Jones",2021-08-16,AI,Singapore,6.0,30135127,2,5,2023-10-29,success
Lynch Inc,2012-03-14,AI,US,2.0,19916398,1,4,2016-05-12,fail
"Martinez, Rosario and Cole",2022-01-21,EdTech,Canada,0.0,6436738,2,1,2025-03-31,fail
"Bailey, Jefferson and Russell",2019-01-19,EdTech,Germany,2.0,11509830,2,6,2023-12-29,fail
"Clark, Parsons and Taylor",2012-12-05,EdTech,Israel,6.0,6947862,6,7,2016-02-17,success
Rios-Stanton,2015-07-11,HealthTech,Israel,6.0,14625373,5,3,,fail
"Larson, Scott and Schmitt",2022-04-03,E-Commerce,US,1.0,11664262,4,1,2024-11-15,fail
"Levine, Parker and Lewis",2013-11-23,EdTech,Canada,1.0,7391004,6,1,2020-11-10,fail
"Perez, Foster and Schmitt",2017-04-06,HealthTech,US,2.0,6846947,6,7,2019-11-01,fail
Moore PLC,2018-09-25,SaaS,US,3.0,15153523,4,6,2025-03-31,fail
Powell-Nelson,2019-05-19,FinTech,India,,22115739,2,5,2025-03-31,fail
"Brandt, Anderson and Murray",2011-12-17,AI,US,0.0,24257706,4,2,2019-06-17,success
Clark-Davis,2021-08-19,HealthTech,US,2.0,15313143,1,4,2025-03-31,fail
Jones Inc,2012-12-16,HealthTech,Canada,0.0,14117367,2,2,2014-11-10,fail
Lynch-Smith,2010-09-28,E-Commerce,Israel,3.0,8520201,1,1,2014-01-24,fail
Lewis Inc,2016-08-14,FinTech,Germany,0.0,19412947,8,6,2022-08-06,fail
Hill-Williams,2011-12-06,AI,US,8.0,43902488,4,11,2013-04-21,fail
"Jenkins, Khan and Perkins",2013-05-30,AI,Israel,2.0,25066307,2,6,2018-10-17,fail
Small PLC,2011-04-27,SaaS,UK,,14222460,1,3,2017-11-28,fail
Phillips-Holt,2010-04-24,SaaS,Germany,3.0,14704867,2,2,2011-08-13,success
"Calhoun, Lee and Davis",2018-02-13,,Singapore,4.0,23490311,3,5,2019-10-15,success
"Marshall, Garcia and Moore",2022-07-29,FinTech,US,12.0,34786693,2,6,2025-03-31,success
Grimes-Velasquez,2021-10-20,E-Commerce,US,3.0,8652917,4,3,2025-02-03,fail
"Vargas, Marsh and Edwards",2013-02-15,EdTech,US,5.0,10320924,2,3,2018-03-13,fail
Butler and Sons,2020-01-10,FinTech,UK,6.0,20292216,8,5,2022-04-27,success
"Flores, Baker and Dean",2010-01-17,AI,US,0.0,17738007,3,2,2012-07-17,fail
Shepard Inc,2020-11-02,AI,Singapore,0.0,22484328,1,4,2025-03-31,fail
Gray Inc,2017-07-29,AI,US,0.0,20068561,2,5,2021-11-09,fail
Davis-Oneal,2011-11-04,HealthTech,Canada,4.0,23708371,2,3,2015-10-05,success
"Horn, Thomas and Hansen",2011-05-07,,India,4.0,14118728,2,8,2017-04-23,fail
Mejia Group,2019-02-19,Biotech,UK,1.0,24794839,2,5,2025-03-31,fail
"Lindsey, Mcfarland and Brown",2022-03-17,Gaming,Singapore,10.0,7641209,1,6,2025-03-31,fail
Johnson Ltd,2020-09-19,Gaming,India,5.0,8718326,3,4,2025-03-31,fail
Curry LLC,2013-10-31,AI,US,5.0,14701951,3,3,2018-11-14,fail
Banks PLC,2010-10-03,AI,US,0.0,32060766,2,8,2017-05-08,fail
Patrick-Evans,2012-04-10,Gaming,UK,2.0,14401045,1,6,,fail
Rodriguez-Robinson,2014-04-20,E-Commerce,India,1.0,10425980,5,2,2022-05-20,fail
"Ryan, Wheeler and Smith",2012-02-24,EdTech,UK,7.0,12938534,3,7,2019-08-02,fail
"Hall, Wilkerson and Sanchez",2020-01-06,SaaS,US,4.0,20024917,3,4,2024-07-01,success
Campbell-Murray,2017-05-12,FinTech,Israel,2.0,21147375,6,6,2021-07-19,fail
Morse-Hayes,2016-10-10,AI,US,5.0,28477486,2,5,2021-01-05,fail
Myers and Sons,2013-07-11,FinTech,Canada,4.0,18036787,2,4,2022-03-14,fail
"Williams, Johnson and Kelly",2022-11-07,FinTech,Singapore,,13170976,6,4,2025-03-31,fail
"Rose, Sparks and Tate",2014-09-09,E-Commerce,UK,1.0,8439567,1,7,2020-09-23,fail
Carter PLC,2014-03-28,EdTech,US,11.0,13696461,2,3,2019-02-11,fail
"Martin, Evans and Kelly",2015-09-13,AI,Canada,5.0,32254667,2,5,2024-01-25,fail
Williams and Sons,2022-06-30,,US,13.0,21815138,2,5,2025-03-31,fail
"Randolph, Bartlett and Snyder",2022-12-01,SaaS,US,0.0,16112923,1,2,2025-03-31,fail
Lawrence-Burke,2022-03-03,HealthTech,US,1.0,9509258,1,2,2025-03-31,fail
Brown PLC,2018-08-02,HealthTech,US,11.0,30060673,2,4,2022-10-26,success
"Kim, Martinez and Rhodes",2015-11-02,EdTech,Israel,17.0,11796294,1,4,2016-11-24,fail
"Flores, Dennis and Allen",2020-11-18,,US,21.0,20224694,2,3,2025-03-31,fail
Gray and Sons,2016-03-09,E-Commerce,US,1.0,14549545,2,4,2025-03-31,success
"Gomez, Anderson and Nichols",2012-06-03,,US,0.0,13874967,1,4,2017-10-20,fail
Pham LLC,2010-03-16,EdTech,Singapore,9.0,6308708,1,2,2014-12-18,fail
"Haney, Lee and Daniels",2011-06-29,Gaming,US,5.0,9846803,3,1,2020-06-21,fail
Mitchell Inc,2022-12-26,FinTech,Canada,2.0,19146062,5,6,2025-03-31,fail
"Savage, Carpenter and Smith",2014-10-19,Gaming,India,6.0,13769527,1,2,2020-12-25,fail
"Huang, Oneal and Torres",2016-09-01,SaaS,Singapore,0.0,20022389,5,5,2024-01-15,success
Schmidt-Krueger,2015-04-23,,Germany,,20730339,1,6,2018-06-17,fail
"Morris, Myers and Bullock",2016-03-11,AI,India,5.0,18529059,4,3,2024-11-03,fail
Henderson PLC,2017-05-02,E-Commerce,US,0.0,9209684,1,2,2020-03-02,fail
Meyers-York,2015-08-08,HealthTech,Canada,9.0,20231019,3,7,2020-11-07,fail
Olson PLC,2019-02-16,EdTech,Germany,,6371724,2,5,2022-07-20,fail
Chapman-Phillips,2013-04-13,HealthTech,Germany,5.0,23066528,2,7,,success
"Bernard, Meadows and Stewart",2010-05-04,AI,India,2.0,16263222,1,4,2018-10-02,fail
Miller-Horn,2021-03-20,EdTech,India,3.0,15785125,2,2,2025-03-31,fail
English-Pugh,2021-07-02,E-Commerce,UK,2.0,18607962,1,3,2025-03-31,success
Taylor-Ramirez,2011-12-20,AI,US,10.0,31249157,4,8,2017-12-15,fail
Sandoval PLC,2016-12-06,E-Commerce,India,1.0,12183181,4,4,2022-07-15,fail
"Harris, Walter and Burke",2019-07-29,Biotech,India,0.0,14508140,4,3,2021-01-25,success
"Poole, Jimenez and Harrison",2012-02-21,E-Commerce,US,2.0,7504353,3,2,2021-02-22,success
Dean Ltd,2017-07-02,HealthTech,US,,25142542,2,3,2021-03-27,success
"Campbell, Alvarez and Perry",2022-02-15,E-Commerce,India,1.0,6226520,1,4,,fail
"Santos, Horn and Gutierrez",2012-07-19,AI,Singapore,1.0,30221402,3,4,2017-09-01,fail
Reyes Ltd,2012-02-18,HealthTech,US,0.0,18188852,5,4,2013-10-28,fail
Cantu Ltd,2018-06-05,HealthTech,US,0.0,15594097,4,4,2025-03-31,fail
Wright and Sons,2016-12-05,AI,Israel,3.0,21225073,4,5,2025-03-31,fail
Mcbride LLC,2013-04-08,HealthTech,US,19.0,20116181,5,5,2022-07-08,success
Hall PLC,2012-05-09,SaaS,Germany,1.0,21529303,4,3,2014-10-16,success
Roy Inc,2013-09-25,HealthTech,UK,5.0,13777223,1,4,2022-09-30,fail
White-Henry,2013-07-12,AI,Germany,12.0,37665029,3,5,2016-07-20,fail
Perez-Bryant,2010-06-07,HealthTech,US,7.0,22223867,1,5,2020-02-14,fail
Velasquez-Hall,2011-08-04,EdTech,India,3.0,7197634,2,3,2014-11-18,fail
"Lucero, Mitchell and Reyes",2012-01-18,AI,Germany,1.0,21177538,2,5,2018-01-14,fail
Johnson-Ingram,2013-05-19,E-Commerce,UK,2.0,7365102,8,4,2019-03-28,fail
Gonzales-Farmer,2010-02-23,Gaming,Singapore,16.0,21137052,2,6,2012-03-14,fail
"Tucker, Nelson and Smith",2012-02-12,Gaming,US,3.0,10064504,1,4,2016-08-19,fail
Brooks-Diaz,2013-03-18,Gaming,US,6.0,13305916,1,3,2014-06-30,fail
Garcia-Prince,2020-06-18,Gaming,India,3.0,7941031,8,6,2022-09-26,fail
Johnson LLC,2017-08-15,AI,US,1.0,19941313,1,3,2025-03-31,fail
Zhang LLC,2011-10-09,Gaming,US,3.0,10339099,4,5,2018-11-08,success
Wright-Hoffman,2015-09-18,AI,Israel,9.0,29721159,3,7,,success
Joseph-Brown,2013-01-01,E-Commerce,UK,0.0,14205308,5,2,,success
Smith-Clark,2014-09-03,FinTech,India,16.0,31246428,4,6,2021-10-31,success
Rivera Inc,2014-11-02,E-Commerce,India,3.0,14505530,3,6,2022-05-17,fail
Adams-Adams,2021-09-13,Gaming,India,0.0,12874375,1,4,2025-03-31,fail
Allen LLC,2015-02-18,Biotech,US,0.0,8376051,8,3,2019-05-19,success
"Lyons, Taylor and Harris",2021-01-19,E-Commerce,US,1.0,11164095,1,4,2023-06-06,fail
"Hernandez, Mason and Spencer",2022-09-02,EdTech,Israel,8.0,11214238,1,1,2025-03-31,fail
Hutchinson-Williams,2013-08-27,AI,Singapore,10.0,27373555,1,4,2020-10-01,fail
Chambers Ltd,2013-11-10,EdTech,Singapore,0.0,8802328,2,7,2023-10-04,success
Roberts Group,2020-02-13,EdTech,US,1.0,6196430,1,5,2023-04-23,fail
Chavez and Sons,2022-09-22,AI,US,5.0,30727053,2,8,2025-01-13,fail
"Barron, Clay and Elliott",2015-05-04,,US,2.0,18946948,4,6,,success
Bowman PLC,2016-10-18,FinTech,US,7.0,27805797,4,4,2025-03-31,success
"Jackson, Wong and Wagner",2020-08-01,E-Commerce,Germany,,8390365,1,3,2022-01-06,fail
White LLC,2016-08-13,,Germany,13.0,28781551,3,5,2020-09-07,success
"Gilmore, Smith and Thomas",2021-07-17,Gaming,US,1.0,15332386,1,6,2025-03-31,fail
Walker Inc,2020-07-27,HealthTech,Singapore,1.0,15798930,1,2,2024-01-18,fail
Jones-Rogers,2010-09-10,Biotech,UK,0.0,30812708,3,4,2017-09-22,fail
Reed PLC,2014-07-12,AI,India,0.0,24262092,4,8,2023-06-04,success
Lee-Jackson,2017-01-13,HealthTech,US,5.0,17979450,5,1,2022-04-12,fail
Morris-Mosley,2010-05-09,E-Commerce,US,3.0,11617178,3,4,2019-02-26,fail
Montgomery-Peters,2017-05-06,AI,Israel,3.0,13640735,8,7,2025-03-31,fail
Nelson-Leonard,2013-12-18,HealthTech,US,1.0,15697328,2,1,2021-10-19,fail
Howe Group,2019-11-12,HealthTech,Israel,16.0,34024076,2,5,2025-03-31,success
"Washington, Chapman and Freeman",2022-07-09,E-Commerce,Singapore,1.0,6754337,6,1,2025-03-31,fail
Roy Ltd,2010-10-16,Gaming,India,,14037867,2,3,2019-03-22,success
Dean and Sons,2017-03-11,E-Commerce,US,8.0,15086781,6,3,2018-06-24,success
Bowman-Wilcox,2022-03-01,E-Commerce,UK,0.0,20121114,3,5,2025-03-31,fail
Thomas Ltd,2014-11-19,FinTech,Israel,1.0,16195255,3,1,2018-04-05,fail
"Hunt, Williams and King",2011-11-02,AI,UK,1.0,19723950,6,5,2012-11-30,fail
"Reynolds, Smith and Bowers",2011-12-04,FinTech,US,5.0,19994133,6,5,2020-06-27,success
"Roy, Perry and Martin",2020-11-03,E-Commerce,Singapore,5.0,13756782,1,2,2025-03-31,fail
Davis-Lucero,2014-04-23,AI,Germany,1.0,35335622,7,6,2023-10-04,success
Jones PLC,2017-07-24,AI,US,0.0,19141817,4,2,2021-05-25,fail
Rodriguez and Sons,2014-04-21,,US,7.0,16493333,1,5,2016-11-08,success
Rodriguez Group,2012-08-24,FinTech,US,7.0,19748041,5,3,2020-01-13,fail
